###############################################################################
# pdi.txt
# This file was auto-generated by cryptotvgen v1.1.0
###############################################################################
# Parameter:
#
# add_partial            - False
# aead                   - pyjamask128aeadv1
# block_size             - 128
# block_size_msg_digest  - None
# cc_hls                 - False
# cc_pad_ad              - 0
# cc_pad_d               - 0
# cc_pad_enable          - False
# cc_pad_style           - 1
# ciph_exp               - False
# ciph_exp_noext         - False
# gen_custom_mode        - 0
# hash                   - None
# io (W,SW)              - (32, 32)
# key_size               - 128
# max_ad                 - 128
# max_block_per_sgmt     - 9999
# max_d                  - 128
# max_io_per_line        - 9999
# message_digest_size    - 64
# min_ad                 - 0
# min_d                  - 0
# msg_format             - ('npub', 'ad', 'data', 'tag')
# npub_size              - 96
# nsec_size              - 0
# offline                - False
# tag_size               - 128
###############################################################################

#### Authenticated Encryption
#### MsgID=  1, KeyID=  1 Ad Size =  114, Pt Size =  125
# Instruction: Opcode=Activate Key
DAT = 154B684127A53C35A6C15597C6B94293D0284207E601DC6F2372D712D91ADDE90DB277ECF0734D191EF9E349403792D4E2EFB97045CB5CD63D3F98554A8DB25387F8DB793F2DECDBE89A1715E09CFCF1E5C38BF82C000000

#### Authenticated Decryption
#### MsgID= 85, KeyID= 50 Ad Size =   10, Ct Size =  124
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 25C450F64F67198157927347
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=10 bytes
HDR = 1200000A
DAT = 04CE68EF07B927E8A7D60000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=124 bytes
HDR = 5600007C
DAT = 0E2E5B75E8DB9CDC2D2BF30AFE57D2C17FDBB5FAD21F43A61511952530AA319E3B740A2AB32CDE654A1AF39AF1622B32EFBED78B1E208D73DC3938581C96806361610C046AE2CE03DCC0A1EA2C4B711B55D333C2D5F37F6AB88AFC175B69AA209F77AF2766D7E9DBE1D734B6FF233423976CAEB91CACEE2EB96E6569
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = CA088A3048B65DB2F5335A8820843D4C

#### Authenticated Decryption
#### MsgID= 86, KeyID= 51 Ad Size =   87, Ct Size =  100
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 16CBE4DCD77267824245777C
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=87 bytes
HDR = 12000057
DAT = 044645C81F61601437E888644A59416B7CC2001967160DE95C8C9C0B74DD0827307D3DDFC1F6A97232F8EBFFCF0E0D6F00B00F8A5CA0CDA5135AE46B0DB67D8187C9207C3578A1DA0B690A1180B4E74D6AE4B176AA743600
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=100 bytes
HDR = 56000064
DAT = 53E6D5A317FC7810AF20A20D6A24FA54FED3A3ADF13F309454F5348D1E98EEBD3230CFF469259D0C8108236DC03883782891EB211A6225B69013A5AA84E0B63B23CAEC84B84B2B0386E6ADFA7670BE9690684263EA3ECB9CFA5CD811A7FC8727D97CD65E
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 75F438884A09022E962848E0BE849DF2

#### Authenticated Decryption
#### MsgID= 87, KeyID= 51 Ad Size =   41, Ct Size =   98
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = D4A47429EDCEBD1E673E1C22
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=41 bytes
HDR = 12000029
DAT = 384631AC2D479938EEB88FF5BF0B5F08D650B386A2DC08C8D4D3155537EC48D7E5A1F88E5EA3455C7F000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=98 bytes
HDR = 56000062
DAT = 606A6416D6B9E459AFA7011B799CFE63AAC749924E547D8FE0E93BF9A620F102C1BCC61C4C2B51CBA10C2C9DD2CA69D10C6F1068F75AD8FE52F1C208A7A02FEF8C03D5897C25DF0EE28C8CE57F65D49EBF47474528D8DBC96B00A536A0BFD8CB82570000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = CA31C14924920ADA8E3A5C5698239A16

#### Authenticated Decryption
#### MsgID= 88, KeyID= 51 Ad Size =   38, Ct Size =   32
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = B32E89B7B569BB40EE2F3C06
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=38 bytes
HDR = 12000026
DAT = FC88F08569AD4AC29ADB836429AB957EC986E9C744C230EA7286B643D36C501DCF22CD9A74D80000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=32 bytes
HDR = 56000020
DAT = 06E80F24C593A4B85B25DA3ED74C898E48A8377DB6E4A0472F907FB8A073F763
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 84381F12AECECD47C62EF18C8D5F5246

#### Authenticated Encryption
#### MsgID= 89, KeyID= 51 Ad Size =   14, Pt Size =   74
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = F26A7FCB54B982A3BA8FDEFA
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=14 bytes
HDR = 1200000E
DAT = EC3A80BA4BB322A9D583399CE98E0000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=74 bytes
HDR = 4700004A
DAT = A76EF5DE7AB624F3D3E235356A79FE340891A32AA8EC6F3FDD34F907DAF147E951999E55B2B9D6325211219E5D2E6729A57058268A312402AE23259A63B84A50B2401E8A1D0FFAC677B10000

#### Authenticated Encryption
#### MsgID= 90, KeyID= 52 Ad Size =   99, Pt Size =   48
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 10320B3A23A80D69B564AD27
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=99 bytes
HDR = 12000063
DAT = E70D1480A16DCF2F5917F7285D3B8B7A1BC7F6B8C41CC576CA5B2ADE307271DF337772ADB0EDD9E3BF30D6411E4C849D895629F83575196FC70FA4B7903D95F9B77B85E1A3C0E50AB188ACFFE74EC959FBF502B75D64546F0488595C99238DD46895B400
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=48 bytes
HDR = 47000030
DAT = CE3D02217CCE7EDC7EAD4B4E1743FCD85A52E8B1F680F8D405E5327F29D5547E1F454F3B06782869A68C6E07DD943B44

#### Authenticated Encryption
#### MsgID= 91, KeyID= 52 Ad Size =   83, Pt Size =  125
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8DF96BA7D34FD4C2F36F4115
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=83 bytes
HDR = 12000053
DAT = C63A5DDA424CFDD632FAC4E8DDE4346FF9CFD357CB5D1A67962CB88D9989EEFA048B4026BBC626598898000F1FD78492731AD834673785B5DC1E4983DADB188CD8526272CA94D44A4D4DF7B4F48BB02DD5F10400
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=125 bytes
HDR = 4700007D
DAT = C12A2F6016F6DC46DF4FC58A908048A6DC1CCFEFDB5CD0F491897731891B9534B4E915330490BECBF5A1861D22D90788E207D38EE5858E612169522217B10C57DE08FD9B1EA4D17519FC15A750F83C7E15C33C3F95F5329D8B9C87BA88F462313E0C564C351972AF63566973B292431AAE9758F30EDE8D8BC6286BC4B2000000

#### Authenticated Encryption
#### MsgID= 92, KeyID= 52 Ad Size =   68, Pt Size =   27
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = A54F65BF647990933AE0E6F4
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=68 bytes
HDR = 12000044
DAT = 073A88A18B09DBE8B9D428FB0F1701B81CD9F2C06BC10B7BD44885CB3FA8FDD21B6D34FDFF3DDD22D1D6E667D7EEA8E4A840221094242EC92B9F57D0743A6E7FA7E501AF
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=27 bytes
HDR = 4700001B
DAT = 93A6F0539BE973F7409A357798F4C07FF20B5E3D80A25AEAC9F75900

#### Authenticated Encryption
#### MsgID= 93, KeyID= 53 Ad Size =   72, Pt Size =  113
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 721212F53D4FCB49278464E2
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=72 bytes
HDR = 12000048
DAT = 63D5019B3EEA13386134B401B9D5E79CE6FD251DE6DB4F0216AD3CBA61F3AD0341C3B63DF2F8C6A384796223C59B000F65D12B396597D8D7095A525F0AE3ECDA08D345D61B3719D5
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=113 bytes
HDR = 47000071
DAT = 88A09512F23896D77D49D6A965057A9C6ECD0C70A8C1F89776F874F0048E22E411A84690702ADA5750916C61A8C8CAAA67C72FCA818762EB2ED0EE8609233BFDE1C7E5A7F0A36349ED0D69AB32D6643DD91C68AF81DF260A3A8A7F0EFBACC2A7DDB38B8ECE2C0923854514085E2EC9E2BC000000

#### Authenticated Decryption
#### MsgID= 94, KeyID= 53 Ad Size =  102, Ct Size =   31
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = E395B52E89F63D47A68D6522
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=102 bytes
HDR = 12000066
DAT = FC26B7F861961FF3B0C3F10403E5F6F8AA6BDB1C9AD2C1DFAFCD793776F65EE6696994F92CEE062EEBEC662246439A8B6EBF3DA0173BC1CBBBE05E54225A895D9853996D4970F69A12F32BC056D10A6CAD43DBB5CEF868E79BBA0AC49814E11F16ED4CA94A350000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=31 bytes
HDR = 5600001F
DAT = FAD29B3120F548D9A4FB8C8DC61FE9382A0C90E2EAA76D41BC9FB9DF2C6CF900
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 369A3512BBE8021D7FAF6803BEA0FD77

#### Authenticated Encryption
#### MsgID= 95, KeyID= 54 Ad Size =    0, Pt Size =    8
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 660FAA64A96FF8FFF4C3D5B7
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=0 bytes
HDR = 12000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=8 bytes
HDR = 47000008
DAT = 759E342BAAF83A07

#### Authenticated Decryption
#### MsgID= 96, KeyID= 55 Ad Size =   26, Ct Size =   77
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 39914817E79A9FC33E686B80
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=26 bytes
HDR = 1200001A
DAT = 27FDE3D2E6634E1BAE04B6483E39117F3B6E30099C21DE39AADD0000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=77 bytes
HDR = 5600004D
DAT = 330B7DCA1EF059D453B4172CFE2256A42C2C2256BAEDEBB90D595BB5AE31D57913FA7ACCD05BA752AAC5621EF7547A5BE58638A4E55B4071332AE50A2C990DBA2A225687306ECA41E5C436D1B9000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = BCD68305E18AF31150338EEBD2370CE6

#### Authenticated Decryption
#### MsgID= 97, KeyID= 55 Ad Size =   29, Ct Size =   28
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 9C8E17B3F0AA7ED9C21004A9
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=29 bytes
HDR = 1200001D
DAT = 644E0C1CC3C9D63FB862A8488EE423923B52F3FB1855CBB3BD607284C1000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=28 bytes
HDR = 5600001C
DAT = AFE460FB43FFEE17821A42A41CD4032EC6259374E94A667E7421B839
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 8E7E25EFEADF84EFF8C909C892B59CD6

#### Authenticated Encryption
#### MsgID= 98, KeyID= 56 Ad Size =  121, Pt Size =   45
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 78C3E8671AEC5A4265FCC6CE
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=121 bytes
HDR = 12000079
DAT = 02F9F2A73E205174C72BC2022CCC29A302EA23065865B35DF3FCBF847E7A711755113121122AC9EB82438C5B335FE49118001F7AAB5493156749C9B6E07DFD49B13404B8609A53C28075F83604BFACE80A5870F2906F9051F5D5F366E423C9375A0A6D115E8C4AFE726B8A78DA8C25EEE6424C816BD2E1E4FF000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=45 bytes
HDR = 4700002D
DAT = 17EB6715C34EB3A079906B98345AB8B1FBF76CFCD1DBB8EC75170715D652F58EDB8FCCCA765697F26D5004FE89000000

#### Authenticated Decryption
#### MsgID= 99, KeyID= 56 Ad Size =   43, Ct Size =  111
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 9A0D4BC796E35AF25C397580
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=43 bytes
HDR = 1200002B
DAT = FEB6A2FF98E0C8CD06A4141BE20881AA68F8B6E9DAE4777C85E5CCE4DA83F8706D700E019C67C022C4F68800
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=111 bytes
HDR = 5600006F
DAT = 588050D4F72884646ACFB57E3BF36DE536D3E0BDCAF2841F9FC56D22022E4AFE299FB66A4626E8B12B4D79C6D1ADA4CB07935D1ECD301CA630DFFDEB0E44D211F37CEC78675FBEB5ADC9D8F3BEA2572D2F7ABDF945200492324F3B15D72B5236563DAA7954D43A348C63B6C99CD30100
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = A26FD0D8C9AF12B57D7A447C977EB30E

#### Authenticated Encryption
#### MsgID= 100, KeyID= 56 Ad Size =   27, Pt Size =   19
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = D817AD244EC67A0D60DAAABE
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=27 bytes
HDR = 1200001B
DAT = EE4D3A339C287E2ECDD08240A97AF3EB31E9A7DC7C8C0C18E2C7DA00
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=19 bytes
HDR = 47000013
DAT = C25FDF0B7313E601F30E091259DD6DB1A3F10500

#### Authenticated Decryption
#### MsgID= 101, KeyID= 56 Ad Size =   97, Ct Size =   64
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 545C63752F3201AB3A3B4A5E
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=97 bytes
HDR = 12000061
DAT = 7B528696342D781A46884B937D2115B4BFF35C3D32DCC39BC44C33492F15B73EC5A17E4AC75DCA39E7352A8566B81EF5C9A066953018722A8ECA60859A19E038B52D57CD6ED3E3D1E1730755EC7391E248E76CCD39C51FFF120E1CE929036393CF000000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=64 bytes
HDR = 56000040
DAT = AC434F53A8905A98ED2F2AF40405BC978966C2552A6A80498D96DA3B272B6FB346E81DD281FFB6E3653B4B991892A68E06A89378FE4CC256DF309AC1C2D9E0D4
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = FE1B0B32D81531AE02AEC3CE70413453

#### Authenticated Encryption
#### MsgID= 102, KeyID= 56 Ad Size =   34, Pt Size =   79
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 6C40C76FE9B6EEDC264A488E
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=34 bytes
HDR = 12000022
DAT = 349087F006AB0E546707A40E31FBEEAFE1E6B429BBE7F5087938449009C4DA94F25C0000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=79 bytes
HDR = 4700004F
DAT = F136439E50C1BEF8863762217BA35C299464815A32FA7CEFB839A3C9A6F4D088B6E260A03BCC4F495C7C3C2E5BED99CD2412D00542BAAFAD99F9B3034FE09AFDBFCF8A6639C0D7E5A78E98223FF5F200

#### Authenticated Decryption
#### MsgID= 103, KeyID= 57 Ad Size =   98, Ct Size =   13
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = A0D5200B647506D87703607F
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=98 bytes
HDR = 12000062
DAT = 960BC1138330FB8BDC13C636606C8E20772C58C288F58A427040532509579B42449E8042E4EAC58012DEE8B144FFF4AD54BBAFCBFCCB59EF30A7E109A63FBC7272CA72F7CDF930483A987D9990834A3F56CDC24303A8C27A2E0F186BC27DC419770F0000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=13 bytes
HDR = 5600000D
DAT = 116BE996D066DB15047F51A8E7000000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = E4B6CD92355A36D5B1FEC99D5A69CAD7

#### Authenticated Decryption
#### MsgID= 104, KeyID= 57 Ad Size =  128, Ct Size =  112
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 9570F79694EA941A7008E81D
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=128 bytes
HDR = 12000080
DAT = 4628C26DAA50834B7DDF4B8ED8ED54F85408C653716181157C51FE57FC4125706AA2C16B67CDA5EF23F2326641C1DD64E5BF736D1E6A660DD14BC42471D2F7895B43B241132B71E6947B1645C0F1C86E53D393BEC265623A3C05A2BDD76EA234D4FE2C0A37F6628E305514305F73A2EC2BC0BB40695C93823B63FBA9A744539E
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=112 bytes
HDR = 56000070
DAT = A7201E239DD4E77AE391DCD06C401C22AA7ED0CDBF7B1615B7E884C35F74576F6F5A63ED838C56F956BDE45227CCC8CCC46CA6D8FF983F6C8A57FC98D1E703291DBBAEC551E76A8ED3AA8FB1DAED8DDC519673F6CA7F980E62564C31545E2F67A32E7B2A81F310C8F1ED0906042D192F
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 6F828D015C47AA42F811874CE54862D9

#### Authenticated Encryption
#### MsgID= 105, KeyID= 58 Ad Size =  127, Pt Size =   65
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = AE170A13AAC35CE71F80E6D6
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=127 bytes
HDR = 1200007F
DAT = 65191CEC140F3B652AA879E4738A6D8E9010CE84EFB67355C8C3FE81D06B1E212C1FC95E84489DDBA09EB0602AAFC855193F41D40669530DCF103BF2D2FB970820BF560F925609682FBB5D2409954CD99EDA9911DBC6192FF96859C661C5C3B35D686B12ECD2B8190D04308B12DF25C8ADF656C260998F5490A093CC88766300
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=65 bytes
HDR = 47000041
DAT = B89FC6D3D496924D5DDD217C069DC7BDA7D4D14987FAFF498E45F3BC585E286087E30CBBCE2D05FFF5E44B3DF856939C42B56D805519EA47F8160DFB785FD72080000000

#### Authenticated Decryption
#### MsgID= 106, KeyID= 58 Ad Size =  118, Ct Size =  106
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 806E41793A49718F4BEAAA9E
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=118 bytes
HDR = 12000076
DAT = 306ADE120C7FB0859E8744D28B44285F286A05DA0F6EAC76B296DC5E7C4B64B1E1497FF6200E3C6BB27A74281877682C327C2E9AFCFED636CD011B4BCEDFE8676BCAF5046DE52CB80DFAB1713968AE3F7AA96AE824648FD03EDC5AF022315BAB25C252EEE64688A4713E1ED1B44F4E9078FF0F979AED0000
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=106 bytes
HDR = 5600006A
DAT = 7B325E9A34C6DAF6787D86486E421BFAA5A2F65A159E8A70DE457D300BD7292426F50F2032CD16D889E84987D11D911DFBB9703EC821FDE38B721DBA20F3CBB8B4475FECE3D57B87E16F255DE93354374B20A4E3350655D55122D842F88C4DFC77DAF492C0FB59BA153F0000
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 4CC445595FCECB55F7CE4B1B4E6619EF

#### Authenticated Decryption
#### MsgID= 107, KeyID= 59 Ad Size =   84, Ct Size =   16
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 729BC6A6567BB35EDB29CE81
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=84 bytes
HDR = 12000054
DAT = 969B65BA62C17A6FF96DECCB5074364A402EB4C2BDFA423483DB8197A12906A2139DDE17831A910D8C06C007208C81158C84AAD6E4DD157A1A8BBBAEC570D3CAB65E5AAE05C4328065580C86C71D00D5C6DB6384
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=16 bytes
HDR = 56000010
DAT = 1CE353D584509C3402AA94BC92AF16C1
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = 6827DAD04A4C34A6EDABB4F63AD1E027

#### Authenticated Encryption
#### MsgID= 108, KeyID= 59 Ad Size =   73, Pt Size =   79
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 8785F213123CE3F7D4548668
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=73 bytes
HDR = 12000049
DAT = 361D4779CE42DE8A251DE0F0FE45B237B24E3CC7277E362C12FFE691B5829675E645E573709F41FF2146B716FBC88B5D4E83F83E35F4CF6616E43BA95CFD88AF3E95C25DAFEE0A6298000000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=79 bytes
HDR = 4700004F
DAT = 25AE244AF7A55A6879F2D5AA68AAF8863652A1E218D967574AFE6122176BEC8555570B3F345F83EE8FE41B703CFEB4D491E2D57EF09DFE62642C2E688E949E20E0C25098EAB12E85E402B4A6A6A3FC00

#### Authenticated Encryption
#### MsgID= 109, KeyID= 59 Ad Size =   74, Pt Size =   79
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 36DD26EB86BDDD29DF08C565
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=74 bytes
HDR = 1200004A
DAT = D4CB87197684932CC51BFF78C776E80D9F9013DB7C52A717398ED0B363EA27FBFD7B3FE4EC819348D9898DC877490552662BD2084DC413244996EBFBC75750EED4F75CDD7D317E09CF160000
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=79 bytes
HDR = 4700004F
DAT = 61D1DFEADE6B4C6F29639A52110CA0BC35079B752E7AD4F7B66E720A6A7AF834C8D32FCFE3DE46F70D820928B9888448D6C1504642E472103641C85C0AD4F854F7EF094594569E6A6AE3E5AFC5ADBB00

#### Authenticated Decryption
#### MsgID= 110, KeyID= 60 Ad Size =   83, Ct Size =   99
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Decryption
INS = 30000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 6E3FDD32CAEC3DD596539E80
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=83 bytes
HDR = 12000053
DAT = 5E5C469A53197DE05BB7FBB5D89F8531DCCE7B1A129868FEB9827727EBE064368AA1680E576669126822111A0DCA303246FF50584130B45E731483A759E5B30ACA50567CE8272A89B1E18DAC47BE1DA197B6A700
# Info :               Ciphertext, EOI=1 EOT=1, Last=0, Length=99 bytes
HDR = 56000063
DAT = 0832051B88897B3FAF048D1B306B32D52471C3217FA2575258F13B81039FE4E968378F334C03C401E9C0658DC7ACFFFB2A40EDEBCB7B311DB9076A36E8AF37C90A3F1A18DA9380E61F77EB4A4EC3FC59D28E7578B5ED9D02EAB068D4030114BFDA202F00
# Info :                      Tag, EOI=0 EOT=1, Last=1, Length=16 bytes
HDR = 83000010
DAT = D91B14CDE102F3D364C72B23D0B1EC5F

#### Authenticated Encryption
#### MsgID= 111, KeyID= 60 Ad Size =   43, Pt Size =   42
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 941F864C481324E1EDE88460
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=43 bytes
HDR = 1200002B
DAT = 0478C16A4A44DA64966E3392B40C11D303EF4CAB276A8E3580F84403C0A16C035A876C2E33FDC5C9B4CE9A00
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=42 bytes
HDR = 4700002A
DAT = 693E9DB8B9C493E5EAEC4027683355415E02325298CFEDDDC1E7EE54464EAF4B68AA0FEA7156AA7557CA0000

#### Authenticated Encryption
#### MsgID= 112, KeyID= 61 Ad Size =   12, Pt Size =  106
# Instruction: Opcode=Activate Key
INS = 70000000
# Instruction: Opcode=Authenticated Encryption
INS = 20000000
# Info :                     Npub, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = D200000C
DAT = 1B0986F81AE7A62953FA064B
# Info :          Associated Data, EOI=0 EOT=1, Last=0, Length=12 bytes
HDR = 1200000C
DAT = 094BB4AC7EEC4C2CD8561A58
# Info :                Plaintext, EOI=1 EOT=1, Last=1, Length=106 bytes
HDR = 4700006A
